Approved Symbol	Approved Name	Previous Symbols	Synonyms	Entrez Gene ID	RefSeq IDs
MIR1267	microRNA 1267	MIRN1267	hsa-mir-1267	100302286	NR_031671
MIR1268A	microRNA 1268a	MIRN1268, MIR1268	hsa-mir-1268	100302233	NR_031672
MIR1268B	microRNA 1268b		hsa-mir-1268b	100616121	NR_039607
MIR1269A	microRNA 1269a	MIRN1269, MIR1269	hsa-mir-1269	100302177	NR_031673
MIR1269B	microRNA 1269b		hsa-mir-1269b	100616494	NR_039747
MIR1270	microRNA 1270	MIRN1270, MIR1270-2, MIR1270-1	hsa-mir-1270, hsa-mir-1270-2	100302179	NR_036053
MIR1270-2~withdrawn	symbol withdrawn, see MIR1270				
MIR1271	microRNA 1271	MIRN1271	hsa-mir-1271	100302203	NR_031569
MIR1272	microRNA 1272	MIRN1272	hsa-mir-1272	100302184	NR_031674
MIR1273A	microRNA 1273a	MIRN1273, MIR1273	hsa-mir-1273	100302165	NR_031675
MIR1273C	microRNA 1273c		hsa-mir-1273c	100422821	NR_036100
MIR1273D	microRNA 1273d		hsa-mir-1273d	100422970	NR_036176
MIR1273E	microRNA 1273e			100526648	NR_128706
MIR1273F	microRNA 1273f		hsa-mir-1273f	100616156	NR_039971
MIR1273G	microRNA 1273g		hsa-mir-1273g	100616145	NR_039972
MIR1273H	microRNA 1273h		hsa-mir-1273h	102466247	NR_106996
MIR1274A~withdrawn	entry withdrawn				
MIR1274B~withdrawn	entry withdrawn				
MIR1275	microRNA 1275	MIRN1275	hsa-mir-1275	100302123	NR_031681
MIR1276	microRNA 1276	MIRN1276	hsa-mir-1276	100302121	NR_031682
MIR1277	microRNA 1277	MIRN1277	hsa-mir-1277	100302214	NR_031685
MIR1278	microRNA 1278	MIRN1278	hsa-mir-1278	100302163	NR_031691
MIR1279	microRNA 1279	MIRN1279	hsa-mir-1279	100302182	NR_031692
MIR1280~withdrawn	entry withdrawn				
MIR1281	microRNA 1281	MIRN1281	hsa-mir-1281	100302237	NR_031694
MIR1282	microRNA 1282	MIRN1282	hsa-mir-1282	100302254	NR_031695
MIR1283-1	microRNA 1283-1	MIRN1283-1	hsa-mir-1283-1	100302265	NR_031573
MIR1283-2	microRNA 1283-2	MIRN1283-2	hsa-mir-1283-2	100302205	NR_031696
MIR1284	microRNA 1284	MIRN1284	hsa-mir-1284	100302112	NR_031697
MIR1285-1	microRNA 1285-1	MIRN1285-1	hsa-mir-1285-1	100302218	NR_031616
MIR1285-2	microRNA 1285-2	MIRN1285-2	hsa-mir-1285-2	100302268	NR_031617
MIR1286	microRNA 1286	MIRN1286	hsa-mir-1286	100302118	NR_031618
MIR1287	microRNA 1287	MIRN1287	hsa-mir-1287	100302133	NR_031619
MIR1288	microRNA 1288	MIRN1288	hsa-mir-1288	100302124	NR_031698
MIR1289-1	microRNA 1289-1	MIRN1289-1	hsa-mir-1289-1	100302125	NR_031620
MIR1289-2	microRNA 1289-2	MIRN1289-2	hsa-mir-1289-2	100302134	NR_031621
MIR1290	microRNA 1290	MIRN1290	hsa-mir-1290	100302276	NR_031622
MIR1291	microRNA 1291	MIRN1291	hsa-mir-1291	100302221	NR_031623
MIR1292	microRNA 1292	MIRN1292	hsa-mir-1292	100302138	NR_031699
MIR1293	microRNA 1293	MIRN1293	hsa-mir-1293	100302220	NR_031625
MIR1294	microRNA 1294	MIRN1294	hsa-mir-1294	100302181	NR_031626
MIR1295A	microRNA 1295a	MIRN1295, MIR1295	hsa-mir-1295	100302178	NR_031627
MIR1295B	microRNA 1295b		hsa-mir-1295b	100847009	NR_049854
MIR1296	microRNA 1296	MIRN1296	hsa-mir-1296	100302150	NR_031566
MIR1297	microRNA 1297	MIRN1297	hsa-mir-1297	100302187	NR_031628
MIR1298	microRNA 1298	MIRN1298	hsa-mir-1298	100302153	NR_031578
MIR1299	microRNA 1299	MIRN1299	hsa-mir-1299	100302167	NR_031629
MIR1300~withdrawn	entry withdrawn				
MIR1301	microRNA 1301	MIRN1301	hsa-mir-1301	100302246	NR_031570
MIR1302-1	microRNA 1302-1	MIRN1302-1	hsa-mir-1302-1	100302227	NR_031631
MIR1302-2	microRNA 1302-2	MIRN1302-2	hsa-mir-1302-2	100302278	NR_036051
MIR1302-2HG	MIR1302-2 host gene			107985730	
MIR1302-3	microRNA 1302-3	MIRN1302-3	hsa-mir-1302-3	100302128	NR_031632
MIR1302-4	microRNA 1302-4	MIRN1302-4	hsa-mir-1302-4	100302130	NR_031633
MIR1302-5	microRNA 1302-5	MIRN1302-5	hsa-mir-1302-5	100302146	NR_031634
MIR1302-6	microRNA 1302-6	MIRN1302-6	hsa-mir-1302-6	100302140	NR_031635
MIR1302-7	microRNA 1302-7	MIRN1302-7	hsa-mir-1302-7	100302147	NR_031636
MIR1302-8	microRNA 1302-8	MIRN1302-8	hsa-mir-1302-8	100302223	NR_031637
MIR1302-9	microRNA 1302-9		hsa-mir-1302-9	100422831	NR_036266
MIR1302-10	microRNA 1302-10		hsa-mir-1302-10	100422834	NR_036267
MIR1302-11	microRNA 1302-11		hsa-mir-1302-11	100422919	NR_036268
MIR1303	microRNA 1303	MIRN1303	hsa-mir-1303	100302284	NR_031638
MIR1304	microRNA 1304	MIRN1304	hsa-mir-1304	100302240	NR_031639
MIR1305	microRNA 1305	MIRN1305	hsa-mir-1305	100302270	NR_031640
MIR1306	microRNA 1306	MIRN1306	hsa-mir-1306	100302197	NR_031706
MIR1307	microRNA 1307	MIRN1307	hsa-mir-1307	100302174	NR_031707
MIR1308~withdrawn	entry withdrawn				
MIR1321	microRNA 1321	MIRN1321	hsa-mir-1321	100302171	NR_031710
MIR1322	microRNA 1322	MIRN1322	hsa-mir-1322	100302166	NR_031711
MIR1323	microRNA 1323	MIRN1323	hsa-mir-1323	100302255	NR_031568
MIR1324	microRNA 1324	MIRN1324	hsa-mir-1324	100302212	NR_031714
MIR1343	microRNA 1343		hsa-mir-1343	100616437	NR_039836
MIR1468	microRNA 1468	MIRN1468	hsa-mir-1468	100302115	NR_031567
MIR1469	microRNA 1469	MIRN1469	hsa-mir-1469	100302258	NR_031715
MIR1470	microRNA 1470	MIRN1470	hsa-mir-1470	100302127	NR_031716
MIR1471	microRNA 1471	MIRN1471	hsa-mir-1471	100302126	NR_031717
MIR1537	microRNA 1537	MIRN1537	hsa-mir-1537	100302139	NR_031718
MIR1538	microRNA 1538	MIRN1538	hsa-mir-1538	100302119	NR_031719
MIR1539	microRNA 1539	MIRN1539	hsa-mir-1539	100302257	NR_031720
MIR1587	microRNA 1587		hsa-mir-1587	100616251	NR_039763
MIR1825	microRNA 1825	MIRN1825	hsa-mir-1825	100302183	NR_031726
MIR1826~withdrawn	entry withdrawn				
MIR1827	microRNA 1827	MIRN1827	hsa-mir-1827	100302217	NR_031728
MIR1908	microRNA 1908	MIRN1908	hsa-mir-1908	100302263	NR_031729
MIR1909	microRNA 1909	MIRN1909	hsa-mir-1909	100302210	NR_031730
MIR1910	microRNA 1910	MIRN1910	hsa-mir-1910	100302261	NR_031731
MIR1911	microRNA 1911	MIRN1911	hsa-mir-1911	100302222	NR_031732
MIR1912	microRNA 1912	MIRN1912	hsa-mir-1912	100302144	NR_031733
MIR1913	microRNA 1913	MIRN1913	hsa-mir-1913	100302141	NR_031734
MIR1914	microRNA 1914	MIRN1914	hsa-mir-1914	100302137	NR_031735
MIR1915	microRNA 1915	MIRN1915	hsa-mir-1915	100302129	NR_031736
MIR1972-1	microRNA 1972-1	MIR1972	hsa-mir-1972	100302243	NR_036054
MIR1972-2	microRNA 1972-2		hsa-mir-1972-2	100422922	NR_036265
MIR1973	microRNA 1973		hsa-mir-1973	100302290	NR_031737
MIR1974~withdrawn	entry withdrawn				
MIR1975~withdrawn	entry withdrawn				
MIR1976	microRNA 1976		hsa-mir-1976	100302190	NR_031740
MIR1977~withdrawn	entry withdrawn				
MIR1978~withdrawn	entry withdrawn				
MIR1979~withdrawn	entry withdrawn				
MIR2052	microRNA 2052		hsa-mir-2052	100302260	NR_031744
MIR2052HG	MIR2052 host gene			441355	NR_033830
MIR2053	microRNA 2053		hsa-mir-2053	100302225	NR_031745
MIR2054	microRNA 2054		hsa-mir-2054	100302267	NR_031746
MIR2110	microRNA 2110		hsa-mir-2110	100302224	NR_031747
MIR2113	microRNA 2113		hsa-mir-2113	100302164	NR_031579
MIR2114	microRNA 2114		hsa-mir-2114	100313839	NR_031748
MIR2115	microRNA 2115		hsa-mir-2115	100313840	NR_031749
MIR2116	microRNA 2116		hsa-mir-2116	100313886	NR_031750
MIR2117	microRNA 2117		hsa-mir-2117	100313779	NR_031751
MIR2117HG	MIR2117 host gene			106660605	
MIR2276	microRNA 2276		hsa-mir-2276	100313842	NR_031753
MIR2277	microRNA 2277		hsa-mir-2277	100313887	NR_031754
MIR2278	microRNA 2278		hsa-mir-2278	100313780	NR_031755
MIR2355	microRNA 2355		hsa-mir-2355	100423036	NR_036227
MIR2392	microRNA 2392		hsa-mir-2392	100616495	NR_039729
MIR2467	microRNA 2467		hsa-mir-2467	100616360	NR_039948
MIR2681	microRNA 2681		hsa-mir-2681	100616110	NR_039603
MIR2682	microRNA 2682		hsa-mir-2682	100616452	NR_039604
MIR2861	microRNA 2861		hsa-mir-2861	100422910	NR_036055
MIR2909	microRNA 2909		hsa-mir-2909	100422969	NR_036056
MIR3064	microRNA 3064		hsa-mir-3064	100616387	NR_039891
MIR3065	microRNA 3065		hsa-mir-3065	100422915	NR_036151
MIR3074	microRNA 3074		hsa-mir-3074	100422842	NR_036109
MIR3115	microRNA 3115		hsa-mir-3115	100422866	NR_036057
MIR3116-1	microRNA 3116-1		hsa-mir-3116-1	100422902	NR_036058
MIR3116-2	microRNA 3116-2		hsa-mir-3116-2	100422946	NR_036059
MIR3117	microRNA 3117		hsa-mir-3117	100422871	NR_036060
MIR3118-1	microRNA 3118-1		hsa-mir-3118-1	100423008	NR_036061
MIR3118-2	microRNA 3118-2		hsa-mir-3118-2	100422949	NR_036062
MIR3118-3	microRNA 3118-3		hsa-mir-3118-3	100422844	NR_036063
MIR3118-4	microRNA 3118-4		hsa-mir-3118-4	100422935	NR_036134
MIR3118-5~withdrawn	entry withdrawn				
MIR3118-6~withdrawn	entry withdrawn				
MIR3119-1	microRNA 3119-1		hsa-mir-3119-1	100422839	NR_036064
MIR3119-2	microRNA 3119-2		hsa-mir-3119-2	100423010	NR_036065
MIR3120	microRNA 3120		hsa-mir-3120	100422882	NR_036066
MIR3121	microRNA 3121		hsa-mir-3121	100423032	NR_036067
MIR3122	microRNA 3122		hsa-mir-3122	100422947	NR_036068
MIR3123	microRNA 3123		hsa-mir-3123	100422856	NR_036069
MIR3124	microRNA 3124		hsa-mir-3124	100422879	NR_036070
MIR3125	microRNA 3125		hsa-mir-3125	100422986	NR_036072
MIR3126	microRNA 3126		hsa-mir-3126	100423030	NR_036073
MIR3127	microRNA 3127		hsa-mir-3127	100422928	NR_036074
MIR3128	microRNA 3128		hsa-mir-3128	100422824	NR_036075
MIR3129	microRNA 3129		hsa-mir-3129	100422908	NR_036076
MIR3130-1	microRNA 3130-1	MIR3130-3	hsa-mir-3130-1, hsa-mir-3130-3	100422993	NR_036077
MIR3130-2	microRNA 3130-2	MIR3130-4	hsa-mir-3130-2, hsa-mir-3130-4	100423002	NR_036078
MIR3130-3~withdrawn	symbol withdrawn, see MIR3130-1				
MIR3130-4~withdrawn	symbol withdrawn, see MIR3130-2				
MIR3131	microRNA 3131		hsa-mir-3131	100422957	NR_036081
MIR3132	microRNA 3132		hsa-mir-3132	100423039	NR_036082
MIR3133	microRNA 3133		hsa-mir-3133	100422942	NR_036083
MIR3134	microRNA 3134		hsa-mir-3134	100422990	NR_036085
MIR3135A	microRNA 3135a	MIR3135	hsa-mir-3135	100422901	NR_036086
MIR3135B	microRNA 3135b		hsa-mir-3135b	100616218	NR_039668
MIR3136	microRNA 3136		hsa-mir-3136	100422859	NR_036087
MIR3137	microRNA 3137		hsa-mir-3137	100422926	NR_036089
MIR3138	microRNA 3138		hsa-mir-3138	100423011	NR_036090
MIR3139	microRNA 3139		hsa-mir-3139	100423017	NR_036091
MIR3140	microRNA 3140		hsa-mir-3140	100422896	NR_036092
MIR3141	microRNA 3141		hsa-mir-3141	100422950	NR_036094
MIR3142	microRNA 3142		hsa-mir-3142	100422938	NR_036095
MIR3142HG	MIR3142 host gene				
MIR3143	microRNA 3143		hsa-mir-3143	100422934	NR_036096
MIR3144	microRNA 3144		hsa-mir-3144	100422951	NR_036098
MIR3145	microRNA 3145		hsa-mir-3145	100423001	NR_036099
MIR3146	microRNA 3146		hsa-mir-3146	100422967	NR_036101
MIR3147	microRNA 3147		hsa-mir-3147	100422939	NR_036102
MIR3148	microRNA 3148		hsa-mir-3148	100422876	NR_036104
MIR3149	microRNA 3149		hsa-mir-3149	100422921	NR_130460
MIR3150A	microRNA 3150a	MIR3150	hsa-mir-3150, hsa-mir-3150a	100422964	NR_036105
MIR3150B	microRNA 3150b		hsa-mir-3150b	100500907	NR_037484
MIR3150BHG	MIR3150B host gene			105375650	NR_132986
MIR3151	microRNA 3151		hsa-mir-3151	100422992	NR_036106
MIR3152	microRNA 3152		hsa-mir-3152	100422869	NR_036107
MIR3153	microRNA 3153		hsa-mir-3153	100422936	NR_036108
MIR3154	microRNA 3154		hsa-mir-3154	100422893	NR_036110
MIR3155A	microRNA 3155a	MIR3155	hsa-mir-3155	100422989	NR_036111
MIR3155B	microRNA 3155b		hsa-mir-3155b	100628560	NR_039698
MIR3156-1	microRNA 3156-1		hsa-mir-3156-1	100422988	NR_036112
MIR3156-2	microRNA 3156-2		hsa-mir-3156-2	100422907	NR_036153
MIR3156-3	microRNA 3156-3		hsa-mir-3156-3	100423018	NR_036164
MIR3157	microRNA 3157		hsa-mir-3157	100422892	NR_036113
MIR3158-1	microRNA 3158-1		hsa-mir-3158-1	100422900	NR_036114
MIR3158-2	microRNA 3158-2		hsa-mir-3158-2	100423033	NR_036115
MIR3159	microRNA 3159		hsa-mir-3159	100423016	NR_036116
MIR3160-1	microRNA 3160-1		hsa-mir-3160-1	100422827	NR_036117
MIR3160-2	microRNA 3160-2		hsa-mir-3160-2	100422825	NR_036118
MIR3161	microRNA 3161		hsa-mir-3161	100423000	NR_036119
MIR3162	microRNA 3162		hsa-mir-3162	100422880	NR_036120
MIR3163	microRNA 3163		hsa-mir-3163	100423029	NR_036121
MIR3164	microRNA 3164		hsa-mir-3164	100422846	NR_036122
MIR3165	microRNA 3165		hsa-mir-3165	100422953	NR_036123
MIR3166	microRNA 3166		hsa-mir-3166	100423040	NR_036124
MIR3167	microRNA 3167		hsa-mir-3167	100422918	NR_036126
MIR3168	microRNA 3168		hsa-mir-3168	100422878	NR_036127
MIR3169	microRNA 3169		hsa-mir-3169	100422973	NR_036128
MIR3170	microRNA 3170		hsa-mir-3170	100422881	NR_036129
MIR3171	microRNA 3171		hsa-mir-3171	100422830	NR_130461
MIR3172~withdrawn	entry withdrawn				
MIR3173	microRNA 3173		hsa-mir-3173	100422981	NR_036131
MIR3174	microRNA 3174		hsa-mir-3174	100422841	NR_036135
MIR3175	microRNA 3175		hsa-mir-3175	100422995	NR_036136
MIR3176	microRNA 3176		hsa-mir-3176	100423037	NR_036137
MIR3177	microRNA 3177		hsa-mir-3177	100423012	NR_036138
MIR3178	microRNA 3178		hsa-mir-3178	100422974	NR_036139
MIR3179-1	microRNA 3179-1		hsa-mir-3179-1	100422960	NR_036140
MIR3179-2	microRNA 3179-2		hsa-mir-3179-2	100422886	NR_036143
MIR3179-3	microRNA 3179-3		hsa-mir-3179-3	100423006	NR_036145
MIR3179-4	microRNA 3179-4			103504729	NR_128709
MIR3180-1	microRNA 3180-1		hsa-mir-3180-1	100422870	NR_036141
MIR3180-2	microRNA 3180-2		hsa-mir-3180-2	100422956	NR_036142
MIR3180-3	microRNA 3180-3		hsa-mir-3180-3	100422836	NR_036144
MIR3180-4	microRNA 3180-4		hsa-mir-3180-4	100500852	NR_037466
MIR3180-5	microRNA 3180-5		hsa-mir-3180-5	100500916	NR_037467
MIR3181	microRNA 3181		hsa-mir-3181	100422972	NR_130462
MIR3182	microRNA 3182		hsa-mir-3182	100422853	NR_036147
MIR3183	microRNA 3183		hsa-mir-3183	100422835	NR_036148
MIR3184	microRNA 3184		hsa-mir-3184	100423003	NR_036149
MIR3185	microRNA 3185		hsa-mir-3185	100422978	NR_036150
MIR3186	microRNA 3186		hsa-mir-3186	100422944	NR_036152
MIR3187	microRNA 3187		hsa-mir-3187	100422854	NR_036154
MIR3188	microRNA 3188		hsa-mir-3188	100422833	NR_036155
MIR3189	microRNA 3189		hsa-mir-3189	100422943	NR_036156
MIR3190	microRNA 3190		hsa-mir-3190	100422899	NR_036158
MIR3191	microRNA 3191		hsa-mir-3191	100422832	NR_036159
MIR3192	microRNA 3192		hsa-mir-3192	100422875	NR_036160
MIR3193	microRNA 3193		hsa-mir-3193	100422904	NR_036161
MIR3194	microRNA 3194		hsa-mir-3194	100422889	NR_036162
MIR3195	microRNA 3195		hsa-mir-3195	100422838	NR_130463
MIR3196	microRNA 3196		hsa-mir-3196	100423014	NR_036163
MIR3197	microRNA 3197		hsa-mir-3197	100423023	NR_036167
MIR3198-1	microRNA 3198-1	MIR3198	hsa-mir-3198-1	100423025	NR_036168
MIR3198-2	microRNA 3198-2		hsa-mir-3198-2	100616400	NR_039851
MIR3199-1	microRNA 3199-1		hsa-mir-3199-1	100423034	NR_036169
MIR3199-2	microRNA 3199-2		hsa-mir-3199-2	100422998	NR_036170
MIR3200	microRNA 3200		hsa-mir-3200	100422912	NR_036171
MIR3201	microRNA 3201		hsa-mir-3201	100422916	NR_036172
MIR3202-1	microRNA 3202-1		hsa-mir-3202-1	100422987	NR_036174
MIR3202-2	microRNA 3202-2		hsa-mir-3202-2	100422877	NR_036175
MIR3529	microRNA 3529		hsa-mir-3529	100616238	NR_039867
MIR3591	microRNA 3591		hsa-mir-3591	100616357	NR_039899
MIR3605	microRNA 3605		hsa-mir-3605	100500853	NR_037400
MIR3606	microRNA 3606		hsa-mir-3606	100500837	NR_037401
MIR3607~withdrawn	symbol withdrawn, see SNORD138				
MIR3609	microRNA 3609		hsa-mir-3609	100500819	NR_037403
MIR3610	microRNA 3610		hsa-mir-3610	100500914	NR_037404
MIR3611	microRNA 3611		hsa-mir-3611	100500890	NR_037405
MIR3612	microRNA 3612		hsa-mir-3612	100500817	NR_037406
MIR3613	microRNA 3613		hsa-mir-3613	100500908	NR_037407
MIR3614	microRNA 3614		hsa-mir-3614	100500827	NR_037408
MIR3615	microRNA 3615		hsa-mir-3615	100500847	NR_037409
MIR3616	microRNA 3616		hsa-mir-3616	100500814	NR_037410
MIR3617	microRNA 3617		hsa-mir-3617	100500897	NR_037411
MIR3618	microRNA 3618		hsa-mir-3618	100500860	NR_037412
MIR3619	microRNA 3619		hsa-mir-3619	100500828	NR_037413
MIR3620	microRNA 3620		hsa-mir-3620	100500810	NR_037415
MIR3621	microRNA 3621		hsa-mir-3621	100500811	NR_037416
MIR3622A	microRNA 3622a		hsa-mir-3622a	100500858	NR_037417
MIR3622B	microRNA 3622b		hsa-mir-3622b	100500871	NR_037418
MIR3646	microRNA 3646		hsa-mir-3646	100500813	NR_037419
MIR3647~withdrawn	symbol withdrawn, see SNORD111B				
MIR3648-1	microRNA 3648-1	MIR3648	hsa-mir-3648	100500862	NR_037421
MIR3648-2	microRNA 3648-2			103504731	NR_128711
MIR3649	microRNA 3649		hsa-mir-3649	100500816	NR_037422
MIR3650	microRNA 3650		hsa-mir-3650	100500824	NR_037423
MIR3651	microRNA 3651		hsa-mir-3651	100500918	NR_037424
MIR3652	microRNA 3652		hsa-mir-3652	100500842	NR_037425
MIR3653	microRNA 3653		hsa-mir-3653	100500833	NR_037426
MIR3654	microRNA 3654		hsa-mir-3654	100500804	NR_037427
MIR3655	microRNA 3655		hsa-mir-3655	100500820	NR_037428
MIR3656	microRNA 3656		hsa-mir-3656	100500840	NR_037429
MIR3657	microRNA 3657		hsa-mir-3657	100500889	NR_037430
MIR3658	microRNA 3658		hsa-mir-3658	100500832	NR_037431
MIR3659	microRNA 3659		hsa-mir-3659	100500801	NR_037432
MIR3660	microRNA 3660		hsa-mir-3660	100500825	NR_037433
MIR3661	microRNA 3661		hsa-mir-3661	100500905	NR_037434
MIR3662	microRNA 3662		hsa-mir-3662	100500880	NR_037435
MIR3663	microRNA 3663		hsa-mir-3663	100500893	NR_037436
MIR3663HG	MIR3663 host gene			101927704	NR_121650
MIR3664	microRNA 3664		hsa-mir-3664	100500844	NR_037437
MIR3665	microRNA 3665		hsa-mir-3665	100500861	NR_037438
MIR3666	microRNA 3666		hsa-mir-3666	100500896	NR_037439
MIR3667	microRNA 3667		hsa-mir-3667	100500882	NR_037440
MIR3668	microRNA 3668		hsa-mir-3668	100500879	NR_037441
MIR3669~withdrawn	entry withdrawn				
MIR3670-1	microRNA 3670-1	MIR3670	hsa-mir-3670	100500910	NR_037442
MIR3670-2	microRNA 3670-2		hsa-mir-3670-2	100846994	NR_049832
MIR3670-3	microRNA 3670-3			103504726	NR_128712
MIR3670-4	microRNA 3670-4			103504740	NR_128713
MIR3671	microRNA 3671		hsa-mir-3671	100500854	NR_037443
MIR3672	microRNA 3672		hsa-mir-3672	100500869	NR_037444
MIR3673~withdrawn	entry withdrawn				
MIR3674	microRNA 3674		hsa-mir-3674	100500912	NR_037445
MIR3675	microRNA 3675		hsa-mir-3675	100500876	NR_037446
MIR3676~withdrawn	entry withdrawn				
MIR3677	microRNA 3677		hsa-mir-3677	100500812	NR_037448
MIR3678	microRNA 3678		hsa-mir-3678	100500841	NR_037449
MIR3679	microRNA 3679		hsa-mir-3679	100500878	NR_037450
MIR3680-1	microRNA 3680-1	MIR3680	hsa-mir-3680	100500917	NR_037451
MIR3680-2	microRNA 3680-2		hsa-mir-3680-2	100847041	NR_049833
MIR3681	microRNA 3681		hsa-mir-3681	100500884	NR_037452
MIR3681HG	MIR3681 host gene			100506457	NR_110196
MIR3682	microRNA 3682		hsa-mir-3682	100500850	NR_037453
MIR3683	microRNA 3683		hsa-mir-3683	100500886	NR_037454
MIR3684	microRNA 3684		hsa-mir-3684	100500867	NR_037455
MIR3685	microRNA 3685		hsa-mir-3685	100500802	NR_037456
MIR3686	microRNA 3686		hsa-mir-3686	100500839	NR_037457
MIR3687-1	microRNA 3687-1	MIR3687	hsa-mir-3687	100500815	NR_037458
MIR3687-2	microRNA 3687-2			103504728	NR_128714
MIR3688-1	microRNA 3688-1	MIR3688	hsa-mir-3688, hsa-mir-3688-1	100500881	NR_037459
MIR3688-2	microRNA 3688-2		hsa-mir-3688-2	100616303	NR_039963
MIR3689A	microRNA 3689a		hsa-mir-3689a	100500846	NR_037460
MIR3689B	microRNA 3689b		hsa-mir-3689b	100500906	NR_037469
MIR3689C	microRNA 3689c		hsa-mir-3689c	100616333	NR_039691
MIR3689D1	microRNA 3689d-1		hsa-mir-3689d-1	100616131	NR_039693
MIR3689D2	microRNA 3689d-2		hsa-mir-3689d-2	100616344	NR_039694
MIR3689E	microRNA 3689e		hsa-mir-3689e	100616460	NR_039695
MIR3689F	microRNA 3689f		hsa-mir-3689f	100616212	NR_039696
MIR3690	microRNA 3690	MIR3690-2, MIR3690-1	hsa-mir-3690, hsa-mir-3690-2	100500894	NR_037461
MIR3690-2~withdrawn	symbol withdrawn, see MIR3690				
MIR3691	microRNA 3691		hsa-mir-3691	100500900	NR_037462
MIR3692	microRNA 3692		hsa-mir-3692	100500899	NR_037463
MIR3713	microRNA 3713		hsa-mir-3713	100500855	NR_037464
MIR3714	microRNA 3714		hsa-mir-3714	100500913	NR_037465
MIR3907	microRNA 3907		hsa-mir-3907	100500835	NR_037468
MIR3908	microRNA 3908		hsa-mir-3908	100500909	NR_037470
MIR3909	microRNA 3909		hsa-mir-3909	100500826	NR_037471
MIR3910-1	microRNA 3910-1		hsa-mir-3910-1	100500821	NR_037472
MIR3910-2	microRNA 3910-2		hsa-mir-3910-2	100500902	NR_037489
MIR3911	microRNA 3911		hsa-mir-3911	100500872	NR_037473
MIR3912	microRNA 3912		hsa-mir-3912	100500831	NR_037474
MIR3913-1	microRNA 3913-1		hsa-mir-3913-1	100500903	NR_037475
MIR3913-2	microRNA 3913-2		hsa-mir-3913-2	100500868	NR_037476
MIR3914-1	microRNA 3914-1		hsa-mir-3914-1	100500836	NR_037477
MIR3914-2	microRNA 3914-2		hsa-mir-3914-2	100500920	NR_037479
MIR3915	microRNA 3915		hsa-mir-3915	100500915	NR_037478
MIR3916	microRNA 3916		hsa-mir-3916	100500849	NR_037480
MIR3917	microRNA 3917		hsa-mir-3917	100500808	NR_037481
MIR3918	microRNA 3918		hsa-mir-3918	100500851	NR_037482
MIR3919	microRNA 3919		hsa-mir-3919	100500803	NR_037483
MIR3920	microRNA 3920		hsa-mir-3920	100500823	NR_037485
MIR3921	microRNA 3921		hsa-mir-3921	100500859	NR_037486
MIR3922	microRNA 3922		hsa-mir-3922	100500843	NR_037487
MIR3923	microRNA 3923		hsa-mir-3923	100500877	NR_037488
MIR3924	microRNA 3924		hsa-mir-3924	100500834	NR_037490
MIR3925	microRNA 3925		hsa-mir-3925	100500885	NR_037491
MIR3926-1	microRNA 3926-1		hsa-mir-3926-1	100500870	NR_037492
MIR3926-2	microRNA 3926-2		hsa-mir-3926-2	100500838	NR_037495
MIR3927	microRNA 3927		hsa-mir-3927	100500898	NR_037493
MIR3928	microRNA 3928		hsa-mir-3928	100500901	NR_037496
MIR3929	microRNA 3929		hsa-mir-3929	100500864	NR_037497
MIR3934	microRNA 3934		hsa-mir-3934	100500873	NR_037498
MIR3935	microRNA 3935		hsa-mir-3935	100500891	NR_037499
MIR3936	microRNA 3936		hsa-mir-3936	100500865	NR_037500
MIR3936HG	MIR3936 host gene		LOC553103, SLC22A5-AS1	553103	NR_110997
MIR3937	microRNA 3937		hsa-mir-3937	100500822	NR_037501
MIR3938	microRNA 3938		hsa-mir-3938	100500875	NR_037502
MIR3939	microRNA 3939		hsa-mir-3939	100500857	NR_037504
MIR3940	microRNA 3940		hsa-mir-3940	100500888	NR_037505
MIR3941	microRNA 3941		hsa-mir-3941	100500866	NR_037506
MIR3942	microRNA 3942		hsa-mir-3942	100500904	NR_037507
MIR3943	microRNA 3943		hsa-mir-3943	100500829	NR_037508
MIR3944	microRNA 3944		hsa-mir-3944	100500911	NR_037509
MIR3945	microRNA 3945		hsa-mir-3945	100500818	NR_037510
MIR3945HG	MIR3945 host gene			731424	NR_037867
MIR3960	microRNA 3960		hsa-mir-3960	100616250	NR_039767
MIR3972	microRNA 3972		hsa-mir-3972	100616188	NR_039768
MIR3973	microRNA 3973		hsa-mir-3973	100616311	NR_039769
MIR3974	microRNA 3974		hsa-mir-3974	100616279	NR_039770
MIR3975	microRNA 3975		hsa-mir-3975	100616257	NR_039771
MIR3976	microRNA 3976		hsa-mir-3976	100616244	NR_039772
MIR3976HG	MIR3976 host gene		LINC01469	645355	
MIR3977	microRNA 3977		hsa-mir-3977	100616297	NR_039773
MIR3978	microRNA 3978		hsa-mir-3978	100616491	NR_039774
MIR4251	microRNA 4251		hsa-mir-4251	100422968	NR_036215
MIR4252	microRNA 4252		hsa-mir-4252	100422975	NR_036218
MIR4253	microRNA 4253		hsa-mir-4253	100422914	NR_036214
MIR4254	microRNA 4254		hsa-mir-4254	100423028	NR_036216
MIR4255	microRNA 4255		hsa-mir-4255	100422898	NR_036217
MIR4256	microRNA 4256		hsa-mir-4256	100422976	NR_036210
MIR4257	microRNA 4257		hsa-mir-4257	100422997	NR_036211
MIR4258	microRNA 4258		hsa-mir-4258	100423020	NR_036212
MIR4259	microRNA 4259		hsa-mir-4259	100422852	NR_130464
